0, 0.40683229813664595
1, 0.9456521739130435
2, 0.9670031055900621
3, 0.9790372670807453
4, 0.9708850931677019
5, 0.9732142857142857
6, 0.9761257763975155
7, 0.9805900621118012
8, 0.969332298136646
Accuracy
0.9565217391304348, 0.9496402877697842
Final Weight
-0.06296791979055943,-0.2786984340928672,-0.6212418119777069,1.0852916625058746,0.3782357318653551,-0.0747422769776685,0.026355365251976487,0.4637382913368392,0.02625524058956774,0.10088014046218699,-0.6385171095530645,-0.01531056394202604,-0.15687245277268932,-0.1696148383699597,-0.24192926895593722,-0.08573729941107139